file_name,median magnitude,parameters
adxl345-20240325_223146.csv,14780.97450492081,current=2100_tbl=0_toff=1_hstrt=0_hend=2_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223149.csv,14824.203324974287,current=2100_tbl=0_toff=1_hstrt=0_hend=3_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223151.csv,14654.364138147366,current=2100_tbl=0_toff=1_hstrt=0_hend=4_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223154.csv,14574.24856033938,current=2100_tbl=0_toff=1_hstrt=0_hend=5_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223157.csv,14585.82688989753,current=2100_tbl=0_toff=1_hstrt=0_hend=6_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223159.csv,14613.333097342154,current=2100_tbl=0_toff=1_hstrt=0_hend=7_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223202.csv,14685.955979127402,current=2100_tbl=0_toff=1_hstrt=0_hend=8_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223205.csv,14747.938113653676,current=2100_tbl=0_toff=1_hstrt=0_hend=9_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223207.csv,14957.210054697847,current=2100_tbl=0_toff=1_hstrt=0_hend=10_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223210.csv,15114.518366382816,current=2100_tbl=0_toff=1_hstrt=0_hend=11_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223213.csv,15177.587170744542,current=2100_tbl=0_toff=1_hstrt=0_hend=12_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223215.csv,15214.9258306378,current=2100_tbl=0_toff=1_hstrt=0_hend=13_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223218.csv,15149.709339850426,current=2100_tbl=0_toff=1_hstrt=0_hend=14_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223221.csv,15319.056170902322,current=2100_tbl=0_toff=1_hstrt=0_hend=15_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223224.csv,14485.853813081081,current=2100_tbl=0_toff=1_hstrt=1_hend=2_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223227.csv,14391.106710429227,current=2100_tbl=0_toff=1_hstrt=1_hend=3_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223229.csv,14425.216313538353,current=2100_tbl=0_toff=1_hstrt=1_hend=4_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223232.csv,14382.853168407157,current=2100_tbl=0_toff=1_hstrt=1_hend=5_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223235.csv,14520.487555997535,current=2100_tbl=0_toff=1_hstrt=1_hend=6_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223237.csv,14441.735089071335,current=2100_tbl=0_toff=1_hstrt=1_hend=7_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223240.csv,14409.213343314306,current=2100_tbl=0_toff=1_hstrt=1_hend=8_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223243.csv,14638.4561381278,current=2100_tbl=0_toff=1_hstrt=1_hend=9_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223246.csv,14970.144119757653,current=2100_tbl=0_toff=1_hstrt=1_hend=10_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223248.csv,14991.420288828014,current=2100_tbl=0_toff=1_hstrt=1_hend=11_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223251.csv,15076.114827521973,current=2100_tbl=0_toff=1_hstrt=1_hend=12_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223254.csv,15210.493248257704,current=2100_tbl=0_toff=1_hstrt=1_hend=13_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223256.csv,15128.47887628861,current=2100_tbl=0_toff=1_hstrt=1_hend=14_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223259.csv,15185.850055962237,current=2100_tbl=0_toff=1_hstrt=1_hend=15_tpfd=0_speed=53_freq=100.0kHz
adxl345-20240325_223302.csv,14093.850702049514,current=2100_tbl=0_toff=1_hstrt=2_hend=2_tpfd=0_speed=53_freq=100.0kHz
