file_name,median magnitude,parameters
adxl345-20240326_155159.csv,3019.8146522091765,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=64_freq=23.1kHz
adxl345-20240326_155202.csv,3599.0934708810532,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=65_freq=23.1kHz
adxl345-20240326_155205.csv,3684.3241835292083,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=66_freq=23.1kHz
adxl345-20240326_155207.csv,3364.877872454593,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=67_freq=23.1kHz
adxl345-20240326_155210.csv,3418.5227657920796,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=68_freq=23.1kHz
adxl345-20240326_155213.csv,3385.3414754705072,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=69_freq=23.1kHz
adxl345-20240326_155216.csv,3394.7274007445913,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=70_freq=23.1kHz
adxl345-20240326_155219.csv,3530.1720230033975,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=71_freq=23.1kHz
adxl345-20240326_155221.csv,3912.294939351477,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=72_freq=23.1kHz
adxl345-20240326_155224.csv,4101.06247213677,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=73_freq=23.1kHz
adxl345-20240326_155227.csv,4322.619011001867,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=74_freq=23.1kHz
adxl345-20240326_155230.csv,4720.181316122247,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=75_freq=23.1kHz
adxl345-20240326_155233.csv,5284.953647940609,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=76_freq=23.1kHz
adxl345-20240326_155236.csv,5134.125515019317,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=77_freq=23.1kHz
adxl345-20240326_155238.csv,4962.537705789595,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=78_freq=23.1kHz
adxl345-20240326_155241.csv,4813.294290479439,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=79_freq=23.1kHz
adxl345-20240326_155244.csv,4251.003999911314,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=80_freq=23.1kHz
adxl345-20240326_155247.csv,3505.505892344272,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=81_freq=23.1kHz
adxl345-20240326_155250.csv,3006.489318462291,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=82_freq=23.1kHz
adxl345-20240326_155253.csv,2768.55801369222,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=83_freq=23.1kHz
adxl345-20240326_155256.csv,2651.6980629077366,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=84_freq=23.1kHz
adxl345-20240326_155259.csv,2810.690456420797,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=85_freq=23.1kHz
adxl345-20240326_155302.csv,2770.8089102073686,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=86_freq=23.1kHz
adxl345-20240326_155304.csv,3077.9754149066534,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=87_freq=23.1kHz
adxl345-20240326_155307.csv,2759.6412719661535,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=88_freq=23.1kHz
adxl345-20240326_155310.csv,2594.263374275921,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=89_freq=23.1kHz
adxl345-20240326_155313.csv,2422.453456072338,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=90_freq=23.1kHz
adxl345-20240326_155316.csv,2270.084255890145,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=91_freq=23.1kHz
adxl345-20240326_155319.csv,2159.5308569952285,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=92_freq=23.1kHz
adxl345-20240326_155322.csv,2114.0332881100235,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=93_freq=23.1kHz
adxl345-20240326_155325.csv,2427.6768576352056,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=94_freq=23.1kHz
adxl345-20240326_155328.csv,2624.2941819909383,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=95_freq=23.1kHz
adxl345-20240326_155331.csv,2824.014813932983,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=96_freq=23.1kHz
adxl345-20240326_155334.csv,3098.714664517201,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=97_freq=23.1kHz
adxl345-20240326_155337.csv,3588.7967526803077,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=98_freq=23.1kHz
adxl345-20240326_155340.csv,3997.9695511977025,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=99_freq=23.1kHz
adxl345-20240326_155343.csv,4503.839083140496,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=100_freq=23.1kHz
adxl345-20240326_155346.csv,5325.734660283012,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=101_freq=23.1kHz
adxl345-20240326_155349.csv,6570.011013060473,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=102_freq=23.1kHz
adxl345-20240326_155352.csv,8228.213636772558,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=103_freq=23.1kHz
adxl345-20240326_155355.csv,10348.66380702344,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=104_freq=23.1kHz
adxl345-20240326_155358.csv,10002.3085955305,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=105_freq=23.1kHz
adxl345-20240326_155401.csv,10426.719241643768,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=106_freq=23.1kHz
adxl345-20240326_155404.csv,9827.829012831924,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=107_freq=23.1kHz
adxl345-20240326_155407.csv,9129.75875381958,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=108_freq=23.1kHz
adxl345-20240326_155410.csv,8632.88970409636,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=109_freq=23.1kHz
adxl345-20240326_155413.csv,7969.957957955945,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=110_freq=23.1kHz
adxl345-20240326_155416.csv,7836.670820047305,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=111_freq=23.1kHz
adxl345-20240326_155419.csv,7908.041022903555,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=112_freq=23.1kHz
adxl345-20240326_155423.csv,8639.350677967264,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=113_freq=23.1kHz
adxl345-20240326_155426.csv,11018.355093840422,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=114_freq=23.1kHz
adxl345-20240326_155429.csv,11227.585218346107,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=115_freq=23.1kHz
adxl345-20240326_155432.csv,11625.402964784602,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=116_freq=23.1kHz
adxl345-20240326_155435.csv,10485.181552523183,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=117_freq=23.1kHz
adxl345-20240326_155438.csv,10149.05442291857,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=118_freq=23.1kHz
adxl345-20240326_155441.csv,8921.868560788167,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=119_freq=23.1kHz
adxl345-20240326_155444.csv,9313.073565760893,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=120_freq=23.1kHz
adxl345-20240326_155447.csv,8176.2683907284645,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=121_freq=23.1kHz
adxl345-20240326_155451.csv,7228.212214090361,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=122_freq=23.1kHz
adxl345-20240326_155454.csv,7013.444062877424,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=123_freq=23.1kHz
adxl345-20240326_155457.csv,6251.0833350432395,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=124_freq=23.1kHz
adxl345-20240326_155500.csv,5922.322645689776,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=125_freq=23.1kHz
adxl345-20240326_155503.csv,5777.527995046354,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=126_freq=23.1kHz
adxl345-20240326_155506.csv,5433.1884325074325,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=127_freq=23.1kHz
adxl345-20240326_155510.csv,5402.4243632583275,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=128_freq=23.1kHz
adxl345-20240326_155513.csv,5307.284597568276,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=129_freq=23.1kHz
adxl345-20240326_155516.csv,5393.2501291395465,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=130_freq=23.1kHz
adxl345-20240326_155519.csv,5482.921341563144,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=131_freq=23.1kHz
adxl345-20240326_155522.csv,5560.589667715545,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=132_freq=23.1kHz
adxl345-20240326_155526.csv,5831.598058840803,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=133_freq=23.1kHz
adxl345-20240326_155529.csv,6406.587993880619,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=134_freq=23.1kHz
adxl345-20240326_155532.csv,6401.077785154738,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=135_freq=23.1kHz
adxl345-20240326_155535.csv,6398.310869570657,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=136_freq=23.1kHz
adxl345-20240326_155539.csv,6854.7857432985875,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=137_freq=23.1kHz
adxl345-20240326_155542.csv,6322.261704841906,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=138_freq=23.1kHz
adxl345-20240326_155545.csv,6366.916994315028,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=139_freq=23.1kHz
adxl345-20240326_155548.csv,6149.984634663511,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=140_freq=23.1kHz
adxl345-20240326_155552.csv,6078.402296610706,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=141_freq=23.1kHz
adxl345-20240326_155555.csv,5536.859355137874,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=142_freq=23.1kHz
adxl345-20240326_155558.csv,5375.944455026332,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=143_freq=23.1kHz
adxl345-20240326_155602.csv,5225.137583101399,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=144_freq=23.1kHz
adxl345-20240326_155605.csv,4993.02312486705,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=145_freq=23.1kHz
adxl345-20240326_155608.csv,4988.135448473806,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=146_freq=23.1kHz
adxl345-20240326_155612.csv,4765.266930044192,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=147_freq=23.1kHz
adxl345-20240326_155615.csv,4888.729266216138,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=148_freq=23.1kHz
adxl345-20240326_155618.csv,4997.013328338523,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=149_freq=23.1kHz
adxl345-20240326_155622.csv,5042.925978391774,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=150_freq=23.1kHz
adxl345-20240326_155625.csv,5235.943116553576,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=151_freq=23.1kHz
adxl345-20240326_155628.csv,5357.79408883209,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=152_freq=23.1kHz
adxl345-20240326_155632.csv,4928.849644471806,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=153_freq=23.1kHz
adxl345-20240326_155635.csv,4887.118746921621,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=154_freq=23.1kHz
adxl345-20240326_155638.csv,4674.817863063844,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=155_freq=23.1kHz
adxl345-20240326_155642.csv,4588.690851721103,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=156_freq=23.1kHz
adxl345-20240326_155645.csv,4261.017598447703,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=157_freq=23.1kHz
adxl345-20240326_155648.csv,4129.573802481021,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=158_freq=23.1kHz
adxl345-20240326_155652.csv,3967.26937784394,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=159_freq=23.1kHz
adxl345-20240326_155655.csv,3817.828003086963,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=160_freq=23.1kHz
adxl345-20240326_155658.csv,3556.200170886203,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=161_freq=23.1kHz
adxl345-20240326_155702.csv,3645.8285143216226,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=162_freq=23.1kHz
adxl345-20240326_155705.csv,3468.817011647204,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=163_freq=23.1kHz
adxl345-20240326_155709.csv,3595.7868095948884,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=164_freq=23.1kHz
adxl345-20240326_155712.csv,3555.721041609778,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=165_freq=23.1kHz
adxl345-20240326_155716.csv,3763.648296883119,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=166_freq=23.1kHz
adxl345-20240326_155719.csv,3792.462999199152,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=167_freq=23.1kHz
adxl345-20240326_155722.csv,3851.7160157791523,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=168_freq=23.1kHz
adxl345-20240326_155726.csv,3978.722075342589,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=169_freq=23.1kHz
adxl345-20240326_155729.csv,3865.1686993569892,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=170_freq=23.1kHz
adxl345-20240326_155733.csv,3750.2409698070232,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=171_freq=23.1kHz
adxl345-20240326_155736.csv,3800.281388878632,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=172_freq=23.1kHz
adxl345-20240326_155740.csv,3767.0087216949114,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=173_freq=23.1kHz
adxl345-20240326_155743.csv,3805.1116378272886,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=174_freq=23.1kHz
adxl345-20240326_155747.csv,3655.9605930963753,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=175_freq=23.1kHz
adxl345-20240326_155750.csv,3636.19857057042,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=176_freq=23.1kHz
adxl345-20240326_155754.csv,3579.153111014274,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=177_freq=23.1kHz
adxl345-20240326_155757.csv,3337.108288302612,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=178_freq=23.1kHz
adxl345-20240326_155801.csv,3381.3386880827343,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=179_freq=23.1kHz
adxl345-20240326_155804.csv,3178.4497152605327,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=180_freq=23.1kHz
adxl345-20240326_155808.csv,3285.6001359363318,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=181_freq=23.1kHz
adxl345-20240326_155811.csv,3118.8915849774594,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=182_freq=23.1kHz
adxl345-20240326_155815.csv,3165.52692309176,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=183_freq=23.1kHz
adxl345-20240326_155818.csv,3099.3481413435584,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=184_freq=23.1kHz
adxl345-20240326_155822.csv,3118.3949006374987,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=185_freq=23.1kHz
adxl345-20240326_155825.csv,2974.9892216598714,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=186_freq=23.1kHz
adxl345-20240326_155829.csv,3154.8076731828596,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=187_freq=23.1kHz
adxl345-20240326_155832.csv,3153.096089288226,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=188_freq=23.1kHz
adxl345-20240326_155836.csv,3313.436813867292,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=189_freq=23.1kHz
adxl345-20240326_155839.csv,3345.683485947927,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=190_freq=23.1kHz
adxl345-20240326_155843.csv,3464.7058319847033,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=191_freq=23.1kHz
adxl345-20240326_155847.csv,3524.522655078178,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=192_freq=23.1kHz
adxl345-20240326_155850.csv,3784.7754969708426,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=193_freq=23.1kHz
adxl345-20240326_155854.csv,3698.7074491946896,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=194_freq=23.1kHz
adxl345-20240326_155857.csv,3878.971728861908,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=195_freq=23.1kHz
adxl345-20240326_155901.csv,4023.73017353002,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=196_freq=23.1kHz
adxl345-20240326_155905.csv,4244.111498517249,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=197_freq=23.1kHz
adxl345-20240326_155908.csv,4450.462570221509,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=198_freq=23.1kHz
adxl345-20240326_155912.csv,4829.252724264527,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=199_freq=23.1kHz
adxl345-20240326_155916.csv,5200.700141197792,current=2100_tbl=1_toff=7_hstrt=5_hend=5_tpfd=0_speed=200_freq=23.1kHz
